eovx,eovy,num
207175,709306,442
255189,861997,34
250713,862736,79
252993,866152,102
234935,660658,22
234468,660663,50
242632,721162,83
102433,736988,92
213448,465356,206
321138,764744,433
213892,465887,385
246915,652318,100
267174,577626,511
247034,652530,73
232138,627448,83
155467,735903,101
231989,659465,60
231842,659733,67
209801,466080,209
126589,744207,128
169720,562750,62
322742,744168,276
236222,651004,103
320604,744803,92
232070,649019,89
104887,728834,206
231613,649210,155
102913,728944,76
156153,544308,198
236968,655175,102
246684,845366,68
231603,651635,120
121135,493364,40
284823,748940,113
130014,491098,274
285200,749335,321
265890,624176,116
258684,465099,115
135338,501647,227
99477,515864,109
96944,519196,323
289003,800031,534
82944,549868,107
76414,548774,172
212270,465017,314
212843,465702,275
162354,536402,29
225744,479209,314
266448,465098,281
220710,470783,177
213144,499568,79
263588,464002,180
211466,464764,243
228142,462930,395
203843,734421,205
192531,707078,301
135069,779256,171
90828,743442,119
240507,842674,79
239363,614246,211
191930,763079,164
167310,795480,138
142100,668315,139
142610,668711,36
98022,589783,174
141474,671878,55
170852,481682,117
170576,483019,117
288541,799296,31
113027,552392,473
115394,686332,231
114478,552781,222
162900,555833,48
112912,623704,155
113035,625153,246
146617,801756,106
308144,785260,269
321969,743427,134
321569,741755,74
105616,805230,297
301206,672602,81
215424,779466,94
120750,790276,184
102709,735470,244
102418,735766,224
239408,644690,9
243308,605248,90
248276,604180,287
292481,823236,278
225556,739170,162
213819,638411,206
245624,649894,281
92718,643051,133
254539,827165,89
250996,655206,193
185150,689760,303
252117,665954,179
97471,718400,754
239934,635530,24
238470,664266,6
233682,662561,127
88740,670066,131
176429,639461,500
237282,658027,44
236907,657764,107
231708,647388,103
231410,646821,102
260904,834391,135
261911,834247,110
163346,506427,102
188474,705283,235
287860,798138,333
164068,700950,135
120256,701734,20
275718,647934,178
81311,584997,323
270821,625976,230
285264,829289,276
280768,830719,260
267133,607820,218
295032,850766,73
230294,647967,94
229852,647752,57
230133,647415,79
84060,584042,309
81622,583725,46
82019,583195,131
81272,585846,486
81317,585214,269
200266,734657,305
298548,744621,68
319294,794089,109
140115,788370,208
145769,784446,372
244721,846668,383
138200,819871,75
284698,749483,186
153980,789105,224
215229,533729,150
81915,585924,241
81481,585499,223
229697,660783,55
230403,660666,20
152895,775131,173
238000,651004,54
152707,735024,40
184797,834664,312
147476,743442,54
335698,751896,52
332658,825249,73
289471,770610,42
289924,762981,15
165202,815492,97
112666,758693,158
239167,665793,54
239670,665080,14
304961,705940,86
79534,597859,171
86842,592185,134
250572,651138,122
240116,653332,59
97721,750625,42
299430,708358,16
138246,814438,296
134223,810084,60
92222,757380,129
94193,721855,134
201934,756630,279
295050,769287,18
312982,709653,30
173109,556613,40
158433,679750,24
168502,483752,175
168831,483482,310
170762,558175,171
180604,778297,42
240060,715133,164
129742,804443,136
130870,800331,232
199044,741718,370
201793,601019,267
199992,600052,110
202251,597800,117
237365,654052,306
151396,830520,41
264435,594135,88
257722,563742,47
160370,819706,180
117587,621050,202
286982,749440,129
281362,749798,277
103926,728370,91
104231,725918,103
106308,727128,365
161434,644156,183
82892,647596,62
138061,766300,131
169110,690438,158
82730,679143,112
122917,636245,90
239397,653544,34
197285,713442,101
120345,748862,162
120224,748310,93
222702,642921,43
128061,747712,129
234792,686440,148
261920,468008,262
228969,661586,49
229760,661315,43
241908,664175,107
96341,739347,60
98691,738271,70
315943,739643,126
172526,565548,135
239662,702860,95
220790,652386,46
229809,660380,39
229660,660032,17
247293,602139,361
234551,675682,171
234508,672158,184
160846,810432,169
295621,843790,226
232555,661004,54
232398,660780,41
233618,657576,71
241968,660021,32
236476,653671,92
244351,670105,67
161990,805470,84
95887,623318,0
229814,629632,96
235333,657227,19
235333,657354,34
235333,657608,23
250192,672467,2
247400,656372,162
92552,734424,91
81409,587885,11
146786,819627,384
325932,746993,133
249474,761819,10
315282,702028,25
299794,671010,207
310983,773914,107
232744,697359,142
347875,756743,59
110800,731527,98
115108,726926,217
248208,665087,5
248286,665080,3
277452,719106,88
178730,646520,28
100400,733875,39
240191,629240,427
238232,627322,234
296102,848375,92
101847,747974,81
196896,642873,64
239524,655195,69
245366,652147,8
235587,647835,92
236603,649861,61
235634,647950,82
237873,650750,129
303768,667623,285
106611,675817,109
78752,653082,33
72696,648766,76
304003,736022,77
172149,822705,193
261753,542736,410
94507,767342,203
317446,750525,97
229103,652384,44
93239,695920,91
66531,635268,51
230128,653354,75
229846,652814,30
230172,652550,37
279552,509974,393
299746,784104,169
306316,929333,55
267210,581281,104
256161,669419,0
259844,669292,0
270639,659132,0
250192,675007,3
248541,674499,0
216410,593727,66
173357,554357,3
93474,644654,0
170436,664466,34
219712,643384,0
187708,582170,26
218823,642876,0
218188,663323,1
239397,672213,0
160784,623064,163
257050,605919,94
305183,782703,0
169293,697994,0
173484,695962,0
164594,529592,41
206504,490095,58
217807,619254,84
73535,583059,112
190248,620143,40
90553,587758,35
87886,629160,74
197106,579122,90
136146,564517,191
205488,737491,0
341632,843790,0
303024,780417,0
219712,792482,0
331980,837694,0
103507,735967,1
304421,684024,3
272036,647194,70
57660,604141,53
161927,572899,14
224284,620778,17
106047,578233,69
103380,593854,45
181358,583059,3
241683,842901,1
303532,777115,30
252759,694102,32
131828,500763,64
189740,563755,83
220728,641733,31
96903,604395,62
134495,605792,92
182247,446788,51
236222,567946,36
215902,630557,83
165737,485015,60
266194,533148,87
111254,572010,39
233301,643511,28
78742,561215,45
101348,606808,80
224030,625477,33
151640,565660,34
101348,578868,131
163509,539250,14
178818,701296,8
176532,698502,0
174246,696978,0
283339,750318,0
285625,747524,1
309120,770511,0
152402,522099,30
155958,482983,123
146433,485904,192
202694,580646,108
254129,591187,110
157101,725299,23
289435,849251,0
151894,733300,0
153291,475998,58
237238,517781,132
115318,562104,126
245493,564898,27
146179,541403,91
198884,551182,89
161038,510923,162
251335,656084,0
100459,738253,0
198630,737364,0
97030,737745,0
202059,737110,0
268861,605284,62
230507,504446,26
261749,539752,46
144274,592711,77
90299,614301,5
197868,486158,41
110238,591060,20
152275,553722,16
313438,892558,1
147576,471934,132
241048,554992,19
222125,547118,33
235841,563374,47
239397,599315,32
229618,493016,90
159895,516130,10
152148,628144,20
296293,848997,3
305183,779020,6
211838,596394,159
102999,615190,24
92712,607697,14
257431,546991,31
80774,578741,115
73535,616968,13
199900,522607,37
101094,612396,23
100713,732919,3
174881,701169,0
304802,771273,3
103136,673721,15
161866,533544,38
80901,603125,21
212346,492635,118
164086,558548,2
151767,527306,18
158244,581535,6
203202,515876,60
138559,614047,50
174500,697232,0
232539,672340,0
159514,589409,120
144528,565279,19
246382,603252,82
96395,526925,41
169420,516638,180
176659,536196,80
198122,556262,22
214251,563247,31
86362,554484,13
238254,501017,161
149608,482348,63
261622,562358,41
89156,577979,12
228856,571121,33
258447,623318,49
59565,555881,0
174881,485777,100
205869,557532,61
239270,548134,35
232793,541657,24
273433,760478,6
130656,768218,31
276032,646020,10
233682,511812,19
159006,540895,15
183136,568962,27
211584,501652,100
77853,615317,0
171706,568200,3
116334,580519,33
149227,601855,128
184914,541911,21
263908,638685,8
97538,600839,0
307850,772162,0
196598,537593,236
234698,525655,76
182501,516638,151
225427,645035,1
248414,665863,0
144020,500509,67
210314,618492,0
197487,563501,27
143758,713390,34
140047,711570,77
144347,708343,85
243334,493905,109
286712,826388,146
182628,496064,109
104702,717359,217
307215,778258,0
306580,778639,2
166499,482729,57
173611,459488,40
161292,477776,57
61978,600331,71
193296,624715,77
240667,608967,76
260479,625858,57
212981,480316,33
267815,725125,34
146306,522734,58
65788,585853,19
93182,720663,47
162435,553595,23
211838,519940,42
228475,606300,73
231142,663450,0
250573,571375,25
235206,668911,0
227586,645162,0
268861,614047,127
170309,487809,100
259082,584583,18
164721,472950,15
161673,468632,50
244477,589790,72
100332,540387,41
204726,617222,11
197360,534037,44
263908,571629,128
256579,843158,56
258641,841511,72
213362,550293,34
124462,561469,49
201424,475744,89
149989,477903,65
182755,546991,70
222125,594997,30
224030,500509,61
109984,561342,23
138686,543054,41
70995,622175,27
273052,521083,50
245620,642749,0
232031,666117,0
235714,638431,0
195740,849834,152
230120,635596,134
306961,778893,0
256923,595124,63
101983,734443,4
253494,670689,0
239016,650115,6
93316,671254,99
314744,864969,86
278894,794224,12
88390,665452,38
233301,669419,0
201424,738634,0
252097,651004,0
99316,734189,0
267337,627128,401
201043,567057,44
190192,571452,53
189457,574957,101
240794,645035,22
209649,564491,4
207997,566370,4
163578,507621,30
120398,538228,49
209552,496826,23
123319,495175,39
239841,655165,338
105031,609221,78
191391,680341,0
272544,626493,15
107063,671832,109
257177,768987,0
155450,458980,65
196725,536577,130
216537,709551,60
313565,806960,12
259717,846838,18
284482,788799,31
139448,759589,54
208663,677420,22
292991,869444,19
110492,710694,39
182628,805309,41
277243,696724,64
135892,704090,0
154053,573407,155
203837,678690,31
300357,787021,5
264289,797181,8
292737,708916,10
147195,610618,42
312295,863602,12
105666,566295,58
301627,800610,0
251462,726442,70
305818,884811,19
304675,848235,5
151132,648464,14
177167,818136,10
232031,781052,28
176786,729744,0
143639,788164,39
250700,766066,3
275846,789434,87
181231,690882,0
198122,718060,0
102745,645162,37
292991,750953,16
273306,796038,26
253240,657608,0
287403,723648,35
158371,692787,39
134241,697486,1
285117,650496,42
166372,694184,0
241302,720981,29
224665,532132,54
256796,719203,0
178564,784481,0
109222,737999,0
164213,536831,6
176944,577444,69
172468,800229,29
219204,682246,91
295023,790704,70
267591,728855,43
249049,733935,12
300992,866015,30
190756,727839,23
290578,795784,67
318518,815215,29
256415,682881,0
319534,779147,0
327789,807849,0
109095,718187,111
196344,561596,38
210314,697232,72
204345,646559,0
268988,695708,54
161419,673102,9
195328,707265,51
268861,854204,115
207012,509018,82
329440,827915,0
272671,627763,178
239905,666244,0
87759,573026,31
259209,578487,61
240413,612015,26
208409,688215,28
187200,687453,1
107825,622429,21
204472,744349,0
131574,524131,10
216918,679579,0
201424,643130,0
209425,659386,0
258193,698121,0
259717,656338,0
266702,792228,0
222506,658370,0
125351,721616,0
261622,834519,0
202567,735332,0
300484,908560,6
101602,734443,0
313565,895987,0
265432,657481,0
282831,750572,0
234444,737364,0
257050,658116,0
178691,785878,0
258066,686818,0
227332,661291,0
329948,748413,0
142750,667387,0
199011,739015,0
267718,653163,0
255399,681357,0
252986,673102,0
238762,666371,0
162308,647321,0
238254,691136,0
87124,671832,0
238000,595124,15
60708,550801,49
193677,562993,32
239397,615952,6
230126,715520,33
177548,491619,24
238663,654026,144
153164,529846,2
254294,660057,114
229618,658497,37
168912,636399,18
256161,521972,38
241937,588012,19
173103,481586,0
235206,643511,43
248795,652401,10
60073,563501,14
109349,620651,0
275846,654052,0
106555,607189,22
251081,503430,95
192661,600331,35
137894,629806,33
131934,635547,139
234825,614809,24
240032,627382,72
175759,480674,12
120398,611507,142
205234,603506,95
218188,636272,25
141226,675769,2
248922,649353,8
192656,574511,104
171579,638812,19
59057,556516,105
171071,535942,9
234825,687707,0
233428,500890,24
228221,673229,54
238190,646107,27
224265,670317,64
91783,597021,97
103310,544356,78
178574,712994,91
198214,577185,183
251748,650943,156
272808,864451,184
168734,535512,62
158105,519136,94
192700,571529,0
192530,574237,0
165070,562649,148
152376,523091,147
192250,574513,168
191861,584858,162
258273,681642,204
201861,722325,128
207697,584524,177
276374,846716,395
245016,642487,100
239778,648972,159
175447,531555,304
224350,698237,127
242261,647872,168
204877,572897,323
242452,647139,103
205066,731131,312
163508,530129,59
165547,524345,163
214502,646148,120
272560,748046,245
180948,436503,173
248994,657612,589
251931,662129,174
205993,606436,460
216101,762220,131
209024,759619,99
193887,626649,156
249663,790841,156
278317,746051,122
228556,633361,154
227355,659525,47
240193,837169,177
174887,574660,66
168665,575144,457
167486,638006,332
160987,636216,225
199121,524949,91
339318,845484,270
240857,661451,210
246763,843918,118
247977,839510,196
242064,647575,74
206142,666907,231
238614,655188,97
238236,655190,38
238508,655487,59
203199,682278,163
238345,653325,89
238501,653452,8
294171,848830,266
248362,641188,147
294699,847922,42
172932,711162,37
172441,572316,220
175109,562071,28
167154,558580,21
178384,558575,37
174173,550204,84
218823,632019,329
167411,577382,151
163711,578023,128
240811,719710,71
235103,660629,103
232542,662527,29
195657,571005,196
184800,654132,470
241810,652083,36
241937,651850,46
241810,651893,10
241064,662874,26
183802,462681,91
238021,688022,228
130839,702763,389
207092,650750,130
155360,715437,234
311481,894666,271
199194,566895,285
203405,563768,77
238359,654484,36
294544,850667,103
185312,465460,330
235678,665217,26
215763,647160,114
212270,640529,95
226600,618413,28
162612,493564,45
183154,639062,242
182782,643169,64
256555,669537,222
239476,667162,71
177427,631418,181
164785,599242,94
234828,657442,92
158611,511244,520
159581,512548,140
157567,712086,122
261440,638147,135
196047,564859,350
241302,646305,96
190971,632621,35
186953,564141,231
204345,736602,21
240741,665355,134
187648,645765,92
184657,647930,53
145058,456010,355
155977,512069,93
272114,653792,41
151348,505913,110
179694,641471,332
180077,641860,793
220208,639175,119
212902,629914,65
216377,628246,323
175408,525299,331
180405,636824,182
150151,585139,328
236804,631949,275
267318,831873,226
162472,660682,96
201835,856383,114
247772,652796,54
219318,590105,140
214878,586553,16
201741,638817,35
246644,650338,33
152495,531960,18
139878,587354,105
204967,659537,203
187159,637096,75
164310,696977,136
221566,693057,21
204316,604088,72
205066,604462,269
233109,650979,57
183977,637426,133
121663,683780,107
313463,905911,16
314026,910720,57
151532,629848,29
251851,637091,117
195499,561086,76
195371,562591,92
198629,558106,460
326285,901183,18
260404,715181,172
210115,551915,37
162603,509857,130
234773,646983,17
294036,860858,231
262516,834290,111
263546,835321,49
185615,504840,181
143797,630295,166
138128,634305,293
218851,580020,236
170346,759727,79
168569,766012,244
341847,885913,21
147322,744932,112
257423,831753,80
208748,618904,89
339960,874998,57
202708,603255,163
229154,866815,153
233711,865514,130
177208,697478,464
214031,559792,112
217090,561064,93
196669,537294,204
274130,636331,101
198978,529612,61
273239,760824,290
277552,845682,294
151059,743021,281
261899,882501,1
222964,626802,85
226447,627145,95
151351,728746,176
159730,641861,39
265520,663995,55
242043,652274,130
241811,652616,130
171071,766175,127
138941,637789,41
201099,540529,85
251973,661980,115
200844,555598,32
197362,554268,12
200379,643784,163
247525,843536,52
168092,574550,155
175667,707093,606
207465,735025,126
316893,895943,97
313190,898290,96
156079,482229,141
181340,688320,66
159290,516890,32
172105,515052,145
337400,862241,42
339618,867706,23
320947,693243,26
302553,667296,56
142652,525261,356
258104,650689,282
207884,509297,118
208584,523610,94
189677,479725,179
193778,454821,64
318342,873637,259
238560,655870,19
238302,655969,115
238458,656112,141
254449,669858,71
254204,671034,49
240719,662891,25
302325,906766,58
274670,657094,46
331366,873525,57
250502,846805,55
239206,650178,0
188261,511942,102
130076,720322,87
299828,827712,76
296449,846592,170
293843,847141,101
271975,713636,109
270458,711587,428
266786,716707,510
271665,709022,134
349677,839465,473
279314,641560,38
241751,640757,230
233802,639994,313
229491,648083,18
260881,653770,97
257737,652089,170
307918,779645,158
303709,782010,160
218635,645910,152
195126,560559,226
171530,561759,11
111240,622808,391
111424,623810,475
262389,464559,41
262418,465980,276
261971,468372,120
260840,465912,228
261929,464583,121
263352,463870,160
264061,465663,360
262180,465770,478
235951,646677,161
310238,769145,70
308264,775887,171
307392,776444,112
162025,505261,168
243652,644819,13
229022,637506,116
225577,640652,170
104063,732560,96
237292,645682,40
236790,646462,22
240865,644574,60
259016,544379,108
274823,631364,44
271718,631331,44
278817,637137,40
103741,736030,171
81599,586551,181
82502,588467,329
82755,581758,63
77727,586236,157
233930,647787,143
237160,648534,91
245895,648210,48
246170,648506,129
243998,644208,20
249483,654577,53
241446,647375,138
180032,560821,147
231622,648672,47
232010,648739,3
245733,649085,42
235862,655004,125
246246,642021,229
243207,650369,9
238982,644402,5
239559,646891,141
244265,651469,16
241344,648506,42
237671,646909,71
237852,647194,16
244036,647095,0
244524,646968,1
242157,644324,14
232405,649293,11
245464,641674,54
245168,648160,117
250911,639981,232
245456,641253,127
48869,602811,79
127270,482754,120
246876,600433,247
247730,600083,152
242730,602194,28
249817,599855,130
245742,602857,320
250738,601434,129
210680,465997,344
214089,464075,180
211578,466638,229
207409,604253,162
244420,604560,35
205957,603308,120
262372,461733,163
107338,552637,44
112756,550285,113
114856,552361,113
287444,844844,294
293065,850382,287
294451,848362,95
245973,653981,99
295519,850084,166
250597,649604,98
250946,646847,52
251991,651120,43
256223,656168,95
112305,622710,239
168277,480925,99
168772,482451,326
263899,668509,201
111545,624034,169
111001,629002,981
112430,624042,146
106782,622805,172
279389,516404,141
281877,516875,131
242826,647321,15
281190,517264,237
281957,516232,151
279561,518813,70
266525,579825,246
263024,580485,127
282106,517564,169
266007,581935,248
179947,640545,95
252317,655286,69
186684,573740,16
244092,641090,59
219998,640338,52
243189,642528,30
127198,495355,222
259048,545837,29
259083,546160,20
270353,656182,580
285086,750220,224
284579,749865,124
284139,750149,162
286459,749219,57
238000,649861,5
276204,652519,129
205545,750060,323
223609,671543,128
241034,645867,18
207131,580900,83
232512,638925,338
207367,736679,272
249256,640585,45
206840,738044,113
257473,627498,160
320380,735001,307
137237,775581,136
308680,774668,161
307775,775545,93
95944,763246,226
138254,775208,14
262654,697613,44
267259,718725,464
259983,655968,487
267633,630700,961
151329,733823,211
175351,582999,22
152348,734691,187
233911,641800,184
189152,579336,17
186888,580046,8
254653,812941,112
88682,647862,382
93789,642248,75
293198,857972,161
208918,599454,98
223874,531324,14
211548,603019,555
286548,849858,186
294794,893935,490
219775,676306,38
112078,554073,86
327142,768970,474
266776,581322,156
295591,894335,123
220473,792610,175
292527,899050,169
224183,680662,451
247302,645775,10
112200,554766,60
246280,646865,13
246788,647145,8
114898,749037,469
263064,547435,221
181826,639406,192
181023,640727,381
119638,571647,250
116148,579795,128
114266,579160,309
182156,640374,23
292062,520753,87
264550,547867,88
257531,530844,121
277579,534199,140
267229,530358,186
258649,534371,66
257658,537207,45
220448,527497,295
256663,595206,414
250796,638604,61
216271,483599,221
213774,490367,95
212761,685166,154
296334,849191,142
295843,849673,151
152130,710091,105
152526,710640,35
152085,538201,61
153894,537160,37
156780,538260,128
198247,705441,372
200463,710086,254
267636,539669,160
275881,640887,9
169592,478917,50
255552,595762,43
252922,593009,647
211715,598525,232
257405,597013,165
214498,465212,320
204210,737633,167
115019,555740,295
252965,539352,269
221925,530390,148
97186,587759,107
264641,544739,3
267505,576161,952
96733,592266,277
267674,580109,338
267204,578361,164
288499,747512,167
236476,647130,39
236243,647194,133
211539,838437,271
236476,647384,21
182752,811455,94
251825,653111,41
251634,654110,114
206005,603771,75
94742,588657,262
293702,849648,111
93036,590337,151
239811,645697,37
148048,746952,246
293878,849857,49
94512,590330,267
239563,645890,34
206024,604290,143
265395,839756,106
320414,741852,283
207583,579774,64
253654,514334,112
209627,581492,72
244173,651603,29
243926,651681,127
203727,737086,31
244117,651871,90
246861,601657,72
264240,625558,205
262793,626644,133
293628,849445,87
169021,559209,11
160166,808480,202
163779,556032,0
169026,561351,95
162091,812063,43
151883,525830,20
58813,589900,287
244493,632246,55
238917,645599,13
246400,633967,16
239129,645712,11
103592,496540,140
129420,484332,24
113819,530105,63
213084,833419,231
58206,594898,221
284459,748056,63
100458,732866,250
294181,822167,75
141985,751330,202
177523,783419,43
178689,784378,68
265134,626383,242
71059,534866,53
68796,541341,50
95592,523867,197
76041,538437,59
103470,521200,111
117825,505799,129
116935,511227,32
213062,465393,149
290752,802970,49
206887,506133,81
212620,512183,45
160720,533644,10
259681,487112,626
260266,459139,49
224918,463569,271
221353,464487,27
266179,467366,216
226407,457041,71
222569,457558,21
225318,460863,72
212662,465898,244
256262,495336,694
220273,462246,215
216742,463989,267
206569,461402,170
215520,463374,169
236627,472223,217
215448,506560,111
262686,457692,71
274236,852191,84
79780,553223,150
74514,554730,269
188231,704693,129
184935,711626,63
243807,712634,91
58508,587686,93
107497,579009,391
264962,624996,123
133020,773529,201
259000,600932,61
134634,774187,59
235755,619473,24
239163,621314,244
184087,728985,82
144109,628611,41
186894,687116,121
147053,666242,66
136612,667402,232
193182,465884,329
145600,674652,99
264801,836237,99
280427,838611,408
196844,808964,30
196208,816585,63
255665,663973,28
102687,609803,144
272002,626707,152
271904,627073,168
73650,585136,189
114250,551671,329
114632,553154,50
113108,553580,176
114397,553341,97
112537,553626,392
223132,774815,226
152095,710641,59
76928,586598,48
113254,553892,154
120552,628145,114
115992,624228,628
241352,592557,164
135988,775054,179
238425,594668,123
176335,586819,92
294319,753272,92
290560,751896,44
252067,746209,116
207845,778844,169
120683,683353,201
129839,705472,61
101224,763086,167
102077,759624,57
119219,793449,108
116887,789491,62
288570,701494,195
239752,644791,15
264427,620581,447
266739,618488,258
259302,780525,93
172285,567573,3
171742,567058,3
129234,502916,20
152800,733366,129
327121,771846,538
256858,646854,381
268027,865973,254
262544,866182,211
264177,861778,79
170628,815183,25
170883,808714,21
207736,612981,69
209289,633147,238
116498,561336,80
248126,819496,211
260975,818853,221
273752,717177,283
231830,827917,118
225290,813165,38
178340,685449,112
251195,654577,47
190911,690607,212
190404,708025,116
196725,772380,300
201509,777893,122
161850,514754,122
172542,548605,12
178367,642940,311
262562,835268,130
127693,669633,62
130200,659771,12
322563,873719,140
243330,793214,31
237245,795077,20
121794,797558,115
222994,582149,158
226198,586700,28
266666,611216,343
113781,622748,52
286866,798951,208
291196,798488,183
289563,798602,711
289915,796208,443
257980,669512,107
272648,644579,58
122250,490066,193
317797,738848,80
322836,739263,259
262017,624120,231
105574,496371,18
165561,643718,286
267063,628247,580
299755,908373,160
162425,558823,1
159764,555037,8
157029,549668,21
165647,700429,276
86339,672871,191
241424,640966,53
239199,640148,105
227608,838464,161
287280,783502,85
339318,808587,520
285208,749142,213
299847,915845,32
297534,906529,180
251118,701436,349
153336,711544,22
185361,806047,69
178755,802175,435
174138,699506,259
173550,698701,188
173203,698707,203
169652,743549,299
268488,699192,99
196455,556704,64
271172,641969,12
297488,844244,58
78850,584920,237
220155,809122,110
220393,802738,373
83859,554074,63
79351,552496,114
80298,548572,57
307174,826508,64
236389,636828,139
243562,867045,25
194513,564624,54
194132,564615,244
158458,727673,45
171379,615580,239
101064,735998,237
264667,616376,96
259422,546000,292
259940,545745,64
180895,640289,111
179925,640181,195
75346,592158,100
77631,589967,52
150253,735420,71
260498,543712,190
249699,600500,117
147583,741878,79
153791,742204,49
337929,788518,10
213719,592214,88
206504,581979,26
320646,768811,17
227786,748164,65
283038,515119,313
181556,591463,214
169044,591700,193
166820,613353,110
150965,807347,233
284036,833440,144
122004,725664,65
221302,582250,58
229932,580831,62
237658,697531,33
162530,482382,266
81919,588134,335
72154,580600,47
77611,571917,78
89942,594423,225
237920,642875,36
81968,591053,43
82853,658634,127
90507,654606,70
99545,723133,95
214869,769961,36
298413,706352,50
263777,655168,105
160368,829572,74
160116,825905,271
208888,753711,48
114121,710327,18
109984,713145,66
195335,564246,187
118691,497075,110
293013,849995,85
316995,900767,25
245721,593815,165
246925,595939,225
156999,546182,6
188260,777599,221
234089,842542,141
135362,739526,97
260229,654727,109
329847,866913,90
284363,518584,109
102166,777874,139
179553,782253,31
171738,777167,35
184170,783883,48
148249,821363,38
148872,820856,17
127383,800406,23
325779,753731,293
101975,642600,113
248104,599596,53
248820,599292,275
287269,515863,13
254741,513757,30
259438,511663,126
271450,627272,182
244747,647600,99
266856,558567,8
263425,562339,74
230344,836555,40
227601,830045,64
212173,779312,123
173026,699665,142
237669,647549,37
237946,646500,70
296211,875625,121
106891,785445,222
106995,628983,149
264274,589541,133
265713,595975,76
257802,559628,77
290637,524959,12
243244,545724,86
115780,633265,64
116013,628079,21
150619,806568,300
150326,806637,144
150344,806376,211
162656,507130,54
282835,748889,24
99616,677914,70
87960,581018,110
229527,582529,459
224002,584213,144
337336,840592,110
133997,503861,345
212060,775045,53
224792,662561,282
83544,643009,11
128207,717125,81
109918,782754,67
170740,681897,40
105745,662193,21
291299,776550,24
240292,607667,28
245485,707340,91
292792,848746,34
292544,848613,93
292801,848441,143
261931,463707,43
224857,633842,426
281792,674014,22
100307,613453,45
258909,543193,68
281151,517308,152
205184,736602,19
204969,736612,29
205107,736390,33
192320,721220,16
212936,691627,215
228835,699530,28
232894,700705,67
233488,686016,56
219849,660241,14
216293,656805,50
219339,658270,82
196257,655586,47
266801,548467,60
200408,675184,106
241898,663465,42
237238,654052,178
253348,639179,346
97167,737815,62
260043,464685,234
169086,481400,65
242543,692827,25
246044,690899,19
316714,736156,70
170587,565123,35
255798,655875,136
242296,668036,164
138584,775362,31
151721,520078,13
238070,645980,10
237809,645987,79
238046,645111,84
282732,696638,169
288427,695573,50
263154,465837,191
246629,602969,113
252159,599862,181
249932,599859,44
173234,618220,70
248160,650115,64
162303,667426,6
70925,592216,100
227520,752326,17
209825,670563,130
97411,647941,7
113857,745301,59
104951,757802,152
246985,670856,27
161383,808214,53
116862,745562,90
159926,802513,156
198719,704008,513
242699,657735,293
169341,482251,392
167832,480824,104
167517,480688,157
298427,636155,27
296734,639482,39
219946,665323,21
150441,804793,60
200888,752617,119
165396,484258,8
164579,482391,512
151861,747306,10
148459,817419,163
169039,562612,21
268085,658723,235
247525,601982,124
99498,725701,167
108429,630056,144
288846,804306,136
111848,723890,160
106903,721694,175
247939,605174,145
310497,777157,88
310063,779641,208
240228,682831,62
203343,618488,62
292812,800903,40
249722,663890,30
264398,663461,45
263034,614770,13
172791,580236,158
74725,601606,65
250901,569221,26
244858,650242,0
245366,649988,0
245747,650623,0
117763,747526,62
120180,742585,54
251413,723767,68
253262,715334,165
256701,609846,109
241267,626770,40
170944,548007,0
204256,581435,83
248638,692484,136
263618,846715,81
261424,846974,224
200662,602236,138
233693,690679,0
232899,687597,0
207162,617215,171
195556,562806,76
108561,740409,242
114941,682353,34
75072,633004,36
208254,674415,120
236061,615465,1
133965,682001,185
308936,704387,2
213952,704596,57
236095,649628,8
304862,751802,4
257879,586627,173
310140,707530,16
308775,710869,9
94073,774229,101
225524,731544,3
60432,567049,122
120088,801617,275
178088,539391,2
77258,669781,80
252089,688263,104
142724,640863,29
156907,540197,43
240286,649734,2
238065,669164,137
260566,542034,287
262328,540577,287
238381,650750,116
323830,906526,14
329908,889748,43
246128,650877,0
279388,751377,371
310544,718538,36
318492,730079,39
117268,730571,241
310776,875029,117
309247,769114,220
69167,643764,33
245310,650634,7
303044,865172,25
276992,705437,152
94499,705875,76
242191,674626,2
195709,577725,36
178818,561088,22
225781,707862,90
207647,564009,18
167388,540387,43
274322,534545,48
226189,615190,50
155831,619635,83
148592,498096,38
125986,635891,25
236857,533275,21
155069,500890,70
161038,459869,18
78996,574169,23
295785,511939,183
239270,479935,83
55501,586742,70
97157,557024,16
200281,538990,83
229237,477268,123
263781,613412,6
115699,617730,23
124843,555373,63
173992,574677,16
253494,487047,38
191391,572772,11
166880,560199,51
159133,563628,23
151259,621286,41
49913,592838,11
141861,606554,17
261749,465965,375
196090,635891,82
279275,517781,35
186819,618619,73
189486,631192,81
165864,595759,64
308358,768479,5
129542,600839,65
90299,526163,13
262511,514098,60
71503,537085,14
83187,525274,32
188343,463425,245
243842,502922,40
263654,464695,167
210441,465965,23
256923,596902,42
125097,519305,36
183009,504065,91
64264,594870,50
113286,729109,0
77599,543181,10
159895,512574,13
259463,545213,38
209679,468632,6
168785,603506,48
68201,547499,31
241175,572645,125
260987,542927,40
198630,621667,32
262638,465330,130
147830,464441,7
233428,469775,54
234571,642622,27
218569,465330,16
187708,571883,8
260987,543943,100
262892,466981,58
187200,530608,38
207901,512955,11
137289,523623,50
220855,625731,62
115953,601220,13
112651,585726,81
259590,573915,53
207393,542419,54
173357,573407,64
86235,609094,14
192407,510542,18
167515,569470,81
262130,543689,91
