original_id,tower_id,mean_x,mean_y,std_x,std_y,perc_10_x,perc_10_y,perc_50_x,perc_50_y,perc_90_x,perc_90_y,perc_99_x,perc_99_y
1573329,293,68191,462051,32,0,68201,462051,68201,462051,68201,462051,68201,462051
1573340,294,68201,462075,0,18,68201,462055,68201,462064,68201,462103,68201,462103
1573351,295,68201,462115,0,13,68201,462103,68201,462112,68201,462133,68201,462136
1573362,296,68214,462151,3,3,68215,462151,68216,462151,68216,462155,68216,462155
1573373,297,68234,462155,5,0,68229,462155,68237,462155,68237,462155,68240,462155
1573385,298,68416,462155,49,0,68410,462155,68435,462155,68435,462155,68435,462155
1573397,299,68455,462156,5,4,68457,462155,68457,462155,68459,462161,68461,462170
1581099,300,68580,462193,41,13,68461,462173,68596,462204,68596,462204,68596,462204
1581110,301,68596,462236,0,11,68596,462217,68596,462238,68598,462248,68598,462254
1581121,302,68604,462264,1,10,68605,462256,68605,462262,68605,462288,68605,462291
1581132,303,68606,462331,1,9,68605,462314,68607,462336,68609,462336,68610,462336
1581143,304,68698,462337,29,1,68616,462336,68709,462336,68709,462340,68709,462340
1581154,305,68709,462347,0,6,68709,462340,68709,462348,68709,462353,68709,462353
1581165,306,68883,462353,61,1,68709,462353,68905,462353,68905,462353,68909,462362
1581176,307,68950,462402,14,11,68909,462384,68955,462409,68959,462409,68960,462409
1581188,308,68969,462409,1,0,68964,462409,68970,462409,68970,462409,68970,462409
1581200,309,69060,462409,31,0,68973,462409,69074,462409,69074,462409,69074,462409
1581212,310,69089,462409,2,0,69090,462409,69090,462409,69090,462409,69090,462409
1581224,311,69090,462422,0,9,69090,462409,69090,462423,69090,462433,69090,462433
1581247,312,69090,462433,0,0,69090,462433,69090,462433,69090,462433,69090,462433
1581258,313,69090,462496,0,44,69090,462433,69090,462499,69090,462548,69090,462548
1581269,314,69090,462582,0,34,69090,462548,69090,462569,69090,462632,69090,462643
1581280,315,69103,462672,5,19,69092,462643,69106,462676,69106,462697,69112,462697
1581303,316,69122,462702,3,5,69120,462697,69123,462708,69123,462708,69129,462708
1581314,317,69130,462711,1,1,69129,462708,69129,462712,69133,462712,69134,462712
1581325,318,69152,462718,8,10,69135,462712,69158,462712,69158,462743,69158,462743
1581337,319,69190,462755,11,14,69158,462743,69195,462743,69195,462773,69198,462773
1581349,320,69287,462781,30,6,69212,462773,69298,462785,69298,462788,69298,462788
1581360,321,69298,462812,1,15,69298,462788,69298,462817,69301,462832,69301,462832
1581372,322,69418,462844,43,8,69304,462833,69440,462850,69440,462852,69440,462852
1581383,323,69449,462852,2,0,69446,462852,69451,462852,69451,462852,69451,462852
1581395,324,69488,462853,11,0,69461,462854,69489,462854,69497,462854,69497,462854
1581406,325,69497,462877,0,28,69497,462854,69497,462860,69497,462917,69497,462917
1581418,326,69528,462917,7,0,69509,462917,69532,462917,69532,462917,69532,462917
1581442,327,69535,462942,4,29,69532,462917,69532,462925,69541,462986,69545,462996
1581466,328,69587,462997,15,1,69545,462996,69595,462996,69596,463000,69596,463000
1581477,329,69596,463027,0,21,69596,463000,69596,463044,69596,463044,69596,463044
1581489,330,69597,463044,0,0,69596,463044,69598,463044,69598,463044,69598,463044
1581501,331,69598,463044,0,0,69598,463044,69598,463044,69598,463044,69598,463044
1581512,332,69601,463044,1,0,69598,463044,69603,463044,69603,463044,69603,463044
1581524,333,69684,463052,30,9,69603,463044,69699,463044,69699,463063,69699,463063
1581535,334,69721,463077,8,13,69699,463063,69725,463073,69725,463094,69725,463094
1581546,335,69725,463100,0,6,69725,463094,69725,463096,69725,463109,69725,463109
1581569,336,69725,463120,0,12,69725,463109,69725,463117,69725,463141,69725,463141
1581580,337,69725,463144,0,5,69725,463141,69725,463141,69725,463154,69725,463154
1581591,338,69725,463194,0,21,69725,463160,69725,463211,69725,463211,69725,463211
1581602,339,69725,463211,0,1,69725,463211,69725,463211,69725,463213,69725,463219
1581614,340,69725,463219,0,0,69725,463219,69725,463219,69725,463219,69725,463219
1581625,341,69725,463220,0,1,69725,463219,69725,463221,69725,463222,69725,463225
1581636,342,69725,463238,0,5,69725,463234,69725,463237,69725,463244,69725,463255
